City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Khandyga,RU,2022-04-06 23:08:13,62.6667,135.6,18.61,84,100,4.59
292,Alice Springs,AU,2022-04-06 23:08:13,-23.7,133.8833,69.35,32,0,5.75
293,Caravelas,BR,2022-04-06 23:08:13,-17.7125,-39.2481,76.93,81,26,4.34
294,Kinsale,IE,2022-04-06 23:08:14,51.7075,-8.5306,44.24,75,40,16.11
295,Scarborough,GB,2022-04-06 23:07:32,54.2797,-0.4044,44.78,86,87,7.0
296,Atambua,ID,2022-04-06 23:08:14,-9.1061,124.8925,75.25,79,40,2.68
297,Amuntai,ID,2022-04-06 23:08:14,-2.4177,115.2494,73.2,98,99,0.31
298,Ust-Kuyga,RU,2022-04-06 23:08:15,70.0167,135.6,-4.67,93,100,2.1
299,Camacha,PT,2022-04-06 23:08:15,33.0833,-16.3333,56.62,77,20,9.22
300,Rock Springs,US,2022-04-06 23:05:31,41.5875,-109.2029,42.24,18,0,24.16
301,Limulunga,ZM,2022-04-06 23:08:16,-15.0969,23.1376,67.51,90,87,6.13
302,Udimskiy,RU,2022-04-06 23:08:16,61.1417,45.9144,23.43,95,100,5.3
303,Huilong,CN,2022-04-06 23:08:16,31.8111,121.655,55.92,81,68,5.64
304,Hailar,CN,2022-04-06 23:08:16,49.2,119.7,19.92,39,14,5.93
305,Macon,US,2022-04-06 23:08:17,39.8667,-88.9668,57.25,47,100,16.11
306,Segovia,ES,2022-04-06 23:03:34,41.1667,-4.0,42.64,69,35,10.92
307,Sovetskiy,RU,2022-04-06 23:08:17,61.3614,63.5842,15.6,97,50,3.47
308,Khanpur,PK,2022-04-06 23:08:18,28.6453,70.6567,81.14,8,0,5.06
309,Ternate,ID,2022-04-06 23:08:18,0.8,127.4,82.08,77,100,8.46
310,Bordighera,IT,2022-04-06 23:08:18,43.7806,7.6645,52.56,83,79,3.0
311,Salalah,OM,2022-04-06 23:05:15,17.0151,54.0924,78.89,73,0,2.3
312,Katsuura,JP,2022-04-06 23:04:06,35.1333,140.3,57.33,78,93,17.2
313,San Alberto,CO,2022-04-06 23:08:19,7.7611,-73.3922,81.61,81,99,4.59
314,Kismayo,SO,2022-04-06 23:08:19,-0.3582,42.5454,80.17,79,18,14.43
315,Akyab,MM,2022-04-06 23:08:19,20.15,92.9,76.28,87,39,5.84
316,Port Lincoln,AU,2022-04-06 23:07:39,-34.7333,135.8667,61.09,69,20,15.19
317,Maxixe,MZ,2022-04-06 23:08:20,-23.8597,35.3472,73.65,84,13,8.16
318,Akdagmadeni,TR,2022-04-06 23:08:20,39.6603,35.8836,41.25,95,11,3.47
319,Opuwo,NA,2022-04-06 23:09:20,-18.0607,13.84,67.66,41,0,2.1
320,Nova Odesa,UA,2022-04-06 23:09:21,47.3078,31.7851,44.73,88,47,11.32
321,Carndonagh,IE,2022-04-06 23:09:21,55.25,-7.2667,41.67,91,70,25.61
322,Liverpool,GB,2022-04-06 23:05:27,53.4106,-2.9779,47.82,72,20,29.93
323,Coquimbo,CL,2022-04-06 23:09:21,-29.9533,-71.3436,56.93,94,75,9.22
324,Akhmim,EG,2022-04-06 23:09:22,26.5622,31.745,82.8,13,0,5.23
325,Bubaque,GW,2022-04-06 23:09:22,11.2833,-15.8333,76.28,74,59,18.05
326,Juneau,US,2022-04-06 23:09:22,58.3019,-134.4197,46.98,47,100,12.66
327,Estelle,US,2022-04-06 23:09:23,29.8458,-90.1067,88.0,61,40,10.0
328,Bamako,ML,2022-04-06 23:04:27,12.65,-8.0,90.01,23,0,1.14
329,Kirakira,SB,2022-04-06 23:09:23,-10.4544,161.9205,82.6,80,94,13.47
330,Zonguldak,TR,2022-04-06 23:09:23,41.25,31.8333,41.59,86,0,4.12
331,Kalmunai,LK,2022-04-06 23:09:24,7.4167,81.8167,77.29,83,99,3.29
332,Garut,ID,2022-04-06 23:09:24,-7.2024,107.8878,70.52,95,85,3.22
333,Mareeba,AU,2022-04-06 23:09:24,-17.0,145.4333,79.66,78,93,2.42
334,Illapel,CL,2022-04-06 23:09:25,-31.6308,-71.1653,70.41,52,0,2.93
335,Sasebo,JP,2022-04-06 23:09:25,33.1592,129.7228,60.04,69,46,2.53
336,Norfolk,US,2022-04-06 23:07:13,42.1668,-71.2495,48.22,89,100,9.22
337,Lahij,YE,2022-04-06 23:09:25,13.1667,44.5833,75.42,41,0,4.0
338,Kimbe,PG,2022-04-06 23:09:26,-5.5502,150.1429,80.02,87,100,0.6
339,Cabra,ES,2022-04-06 23:09:26,37.4725,-4.4421,42.19,81,4,2.62
340,Puerto Penasco,MX,2022-04-06 23:09:26,31.3167,-113.5333,72.91,74,0,7.0
341,Kovur,IN,2022-04-06 23:09:26,14.4833,79.9833,75.61,95,94,6.35
342,Port Macquarie,AU,2022-04-06 23:09:27,-31.4333,152.9167,69.89,84,67,8.88
343,Manoel Urbano,BR,2022-04-06 23:09:27,-8.8389,-69.2597,75.36,96,99,1.28
344,Sakakah,SA,2022-04-06 23:09:08,29.9697,40.2064,74.77,21,4,15.88
345,Leh,IN,2022-04-06 23:09:28,34.1667,77.5833,24.96,48,0,5.66
346,Baykit,RU,2022-04-06 23:09:28,61.67,96.37,32.43,90,98,5.77
347,Shingu,JP,2022-04-06 23:08:52,33.7333,135.9833,60.22,49,85,1.59
348,Bethel,US,2022-04-06 23:04:56,41.3712,-73.414,50.85,85,100,13.8
349,Bengkulu,ID,2022-04-06 23:09:28,-3.8004,102.2655,74.25,88,99,5.03
350,Inirida,CO,2022-04-06 23:09:29,3.8653,-67.9239,76.21,94,73,1.68
351,Airai,TL,2022-04-06 23:09:29,-8.9266,125.4092,63.66,79,45,1.63
352,Vao,NC,2022-04-06 23:09:29,-22.6667,167.4833,78.96,87,100,31.81
353,Megion,RU,2022-04-06 23:09:30,61.0296,76.1136,26.62,83,100,20.27
354,Alugan,PH,2022-04-06 23:09:30,12.2188,125.4808,78.08,91,100,15.61
355,Biak,ID,2022-04-06 23:09:30,-0.9131,122.8766,77.18,80,98,2.82
356,Makakilo City,US,2022-04-06 23:09:31,21.3469,-158.0858,82.72,53,20,18.41
357,Geraldton,AU,2022-04-06 23:05:15,-28.7667,114.6,70.21,52,47,14.97
358,Navahrudak,BY,2022-04-06 23:09:31,53.6,25.8333,40.95,95,100,12.66
359,Shirokiy,RU,2022-04-06 23:09:31,49.758,129.523,22.93,83,100,11.03
360,Prince Rupert,CA,2022-04-06 23:09:32,54.3161,-130.3201,42.89,65,100,14.97
361,Ambon,ID,2022-04-06 23:09:32,-3.6954,128.1814,84.34,79,40,3.44
362,Ouadda,CF,2022-04-06 23:09:32,8.0777,22.4007,73.83,75,85,6.4
363,Ahipara,NZ,2022-04-06 23:09:33,-35.1667,173.1667,67.64,59,40,13.6
364,Lakes Entrance,AU,2022-04-06 23:09:33,-37.8811,147.981,60.17,76,86,11.72
365,Tumut,AU,2022-04-06 23:09:33,-35.3,148.2167,65.5,64,81,13.29
366,Coffs Harbour,AU,2022-04-06 23:05:28,-30.3,153.1333,71.13,88,75,8.05
367,Ratnagiri,IN,2022-04-06 23:10:34,16.9833,73.3,78.48,83,32,6.31
368,Araguacu,BR,2022-04-06 23:10:34,-12.9306,-49.8264,78.49,60,0,0.72
369,Trier,DE,2022-04-06 23:06:33,49.7557,6.6394,51.33,89,99,18.05
370,Sechura,PE,2022-04-06 23:10:34,-5.5569,-80.8222,77.68,61,14,18.41
371,Berlevag,NO,2022-04-06 23:10:35,70.8578,29.0864,31.8,90,100,22.82
372,Yeppoon,AU,2022-04-06 23:10:35,-23.1333,150.7333,76.78,71,10,12.88
373,Itainopolis,BR,2022-04-06 23:10:35,-7.4469,-41.4783,79.27,60,100,4.81
374,Kaitangata,NZ,2022-04-06 23:10:36,-46.2817,169.8464,51.35,59,96,6.58
375,Ati,TD,2022-04-06 23:10:36,13.2154,18.3353,88.12,15,24,10.2
376,Lavrentiya,RU,2022-04-06 23:10:36,65.5833,-171.0,-3.68,69,100,7.9
377,Neuquen,AR,2022-04-06 23:10:37,-38.9516,-68.0591,67.89,60,100,0.0
378,San Carlos De Bariloche,AR,2022-04-06 23:10:25,-41.1456,-71.3082,49.48,94,96,4.47
379,Sumbal,IN,2022-04-06 23:10:37,34.2333,74.6333,53.65,35,1,3.02
380,Zhigansk,RU,2022-04-06 23:10:37,66.7697,123.3711,-9.58,99,85,8.16
381,Da Lat,VN,2022-04-06 23:10:38,11.9465,108.4419,57.7,96,100,3.98
382,Constitucion,CL,2022-04-06 23:10:38,-35.3333,-72.4167,56.95,76,16,13.18
383,Praia Da Vitoria,PT,2022-04-06 23:10:38,38.7333,-27.0667,62.76,94,97,25.77
384,Moree,AU,2022-04-06 23:10:39,-29.4667,149.85,67.84,76,99,4.7
385,Banepa,NP,2022-04-06 23:10:39,27.6298,85.5214,62.92,77,20,2.3
386,Te Anau,NZ,2022-04-06 23:10:39,-45.4167,167.7167,49.01,66,44,1.99
387,Lodwar,KE,2022-04-06 23:10:40,3.1191,35.5973,86.49,39,5,11.5
388,Zhezkazgan,KZ,2022-04-06 23:10:40,47.8043,67.7144,37.96,65,99,14.76
389,Jaisinghnagar,IN,2022-04-06 23:10:40,23.7,81.3833,75.42,12,1,4.32
390,Varnamo,SE,2022-04-06 23:10:41,57.186,14.04,41.05,95,100,10.42
391,Lincoln,US,2022-04-06 23:10:41,40.8,-96.667,49.17,50,75,20.71
392,Nehe,CN,2022-04-06 23:10:41,48.4833,124.8333,28.33,39,0,12.8
393,Kirkenes,NO,2022-04-06 23:10:42,69.7271,30.0458,32.22,80,100,10.36
394,Souillac,MU,2022-04-06 23:10:42,-20.5167,57.5167,77.13,76,98,12.33
395,Yaan,NG,2022-04-06 23:10:42,7.3833,8.5667,81.32,59,98,4.38
396,Mahajanga,MG,2022-04-06 23:10:43,-15.7167,46.3167,75.22,100,20,4.61
397,Kasempa,ZM,2022-04-06 23:10:43,-13.4584,25.8338,65.16,97,100,3.33
398,Timra,SE,2022-04-06 23:10:43,62.487,17.3257,28.08,93,100,2.3
399,Basco,PH,2022-04-06 23:10:44,20.4487,121.9702,74.91,75,86,19.57
400,Uray,RU,2022-04-06 23:10:44,60.1247,64.7758,23.5,96,54,6.15
401,Muros,ES,2022-04-06 23:10:44,42.7762,-9.0603,57.09,84,100,11.77
402,Reo,BF,2022-04-06 23:10:45,12.3167,-2.4667,91.92,32,13,6.62
403,Luderitz,NA,2022-04-06 23:10:45,-26.6481,15.1594,62.55,62,100,24.36
404,Cento,IT,2022-04-06 23:10:45,44.726,11.2882,53.15,87,100,3.98
405,Patitirion,GR,2022-04-06 23:10:46,39.15,23.8667,55.38,82,21,11.95
406,Phalaborwa,ZA,2022-04-06 23:10:46,-23.943,31.1411,76.73,46,0,1.52
407,Nemuro,JP,2022-04-06 23:10:46,43.3236,145.575,35.62,70,76,10.51
408,Inhambane,MZ,2022-04-06 23:10:47,-23.865,35.3833,74.88,82,15,9.6
409,Hongjiang,CN,2022-04-06 23:10:47,27.11,109.9956,60.91,81,57,2.13
410,Thohoyandou,ZA,2022-04-06 23:10:47,-22.9456,30.485,72.28,50,0,2.33
411,Lahaina,US,2022-04-06 23:10:47,20.8783,-156.6825,84.2,82,90,9.57
412,Yar-Sale,RU,2022-04-06 23:10:48,66.8333,70.8333,13.75,93,100,21.07
413,Lishui,CN,2022-04-06 23:11:48,28.4604,119.9103,60.21,82,100,0.63
414,Kushmurun,KZ,2022-04-06 23:11:48,52.4503,64.6311,29.7,94,97,8.66
415,Moro,PK,2022-04-06 23:11:49,26.6646,68.0016,89.65,16,2,10.45
416,Mayor Pablo Lagerenza,PY,2022-04-06 23:11:49,-19.9309,-60.7718,86.49,33,83,6.22
417,Havre-Saint-Pierre,CA,2022-04-06 23:11:49,50.2334,-63.5986,34.54,88,99,5.53
418,Mount Gambier,AU,2022-04-06 23:11:50,-37.8333,140.7667,61.61,74,41,8.3
419,Villacarrillo,ES,2022-04-06 23:11:50,38.1156,-3.0848,39.29,82,4,2.1
420,Boa Vista,BR,2022-04-06 23:11:12,2.8197,-60.6733,87.78,48,20,5.75
421,Kamien Pomorski,PL,2022-04-06 23:11:50,53.9685,14.7726,50.36,83,100,21.09
422,Klyuchevskiy,RU,2022-04-06 23:11:51,53.5317,119.4519,13.8,71,21,2.08
423,Eureka,US,2022-04-06 23:11:51,40.8021,-124.1637,68.18,58,16,5.01
424,Vallenar,CL,2022-04-06 23:11:51,-28.5708,-70.7581,75.15,19,6,2.84
425,Hirara,JP,2022-04-06 23:11:52,24.8,125.2833,69.48,70,96,12.06
426,Sorland,NO,2022-04-06 23:11:52,67.667,12.6934,36.84,62,96,12.75
427,Bud,US,2022-04-06 23:11:12,39.447,-86.1758,57.34,62,63,9.42
428,Waipawa,NZ,2022-04-06 23:07:36,-41.4122,175.5153,51.91,61,94,18.03
429,Sao Jose Da Coroa Grande,BR,2022-04-06 23:10:42,-8.8978,-35.1478,78.75,74,85,6.6
430,Bali,ID,2022-04-06 23:11:53,-8.5,115.0,74.37,90,48,2.64
431,Sangar,RU,2022-04-06 23:11:53,63.9242,127.4739,-4.74,99,100,3.69
432,Kudat,MY,2022-04-06 23:11:53,6.8837,116.8477,77.65,87,100,9.93
433,Lompoc,US,2022-04-06 23:09:23,34.6391,-120.4579,94.78,29,0,4.0
434,Tongzi,CN,2022-04-06 23:11:54,28.7829,105.0877,57.65,83,1,2.3
435,Itarema,BR,2022-04-06 23:11:54,-2.9248,-39.9167,77.02,87,94,7.83
436,Solnechnyy,RU,2022-04-06 23:11:54,50.7214,136.6319,23.11,72,94,9.48
437,Ludvika,SE,2022-04-06 23:11:55,60.1496,15.1878,24.6,90,100,1.68
438,Rio Gallegos,AR,2022-04-06 23:11:30,-51.6226,-69.2181,42.85,52,0,6.91
439,Whitehorse,CA,2022-04-06 23:07:56,60.7161,-135.0538,40.01,47,69,11.99
440,Aksarka,RU,2022-04-06 23:11:55,66.5606,67.7975,16.2,95,100,9.33
441,Mulege,MX,2022-04-06 23:11:56,26.8833,-111.9833,82.54,29,0,7.65
442,Lipari,IT,2022-04-06 23:09:08,38.4674,14.954,58.32,81,15,9.53
443,Moindou,NC,2022-04-06 23:11:56,-21.6924,165.677,78.82,89,100,29.37
444,Palpa,PE,2022-04-06 23:11:57,-14.5336,-75.1856,77.81,55,60,6.58
445,Suining,CN,2022-04-06 23:11:57,30.508,105.5733,57.45,83,1,2.59
446,Gushikawa,JP,2022-04-06 23:11:57,26.3544,127.8686,66.2,78,0,5.75
447,Sitka,US,2022-04-06 23:11:57,57.0531,-135.33,42.69,56,100,16.11
448,Lata,PT,2022-04-06 23:11:58,40.1629,-8.3327,54.81,96,80,1.7
449,San Juan Del Sur,NI,2022-04-06 23:11:58,11.2529,-85.8705,91.62,40,20,4.61
450,Labrea,BR,2022-04-06 23:11:58,-7.2586,-64.7981,76.35,96,93,0.72
451,Skibbereen,IE,2022-04-06 23:11:59,51.55,-9.2667,46.11,69,94,22.03
452,Brae,GB,2022-04-06 23:11:59,60.3964,-1.353,38.46,56,100,18.12
453,San Rafael Del Sur,NI,2022-04-06 23:11:59,11.8485,-86.4384,94.17,54,46,4.25
454,Montevideo,UY,2022-04-06 23:09:12,-34.8335,-56.1674,69.51,73,0,6.91
455,Chumikan,RU,2022-04-06 23:12:00,54.7183,135.315,19.83,90,100,18.32
456,Mangrul Pir,IN,2022-04-06 23:12:00,20.3167,77.35,84.11,16,20,3.78
457,Rakiv Lis,UA,2022-04-06 23:13:00,51.6217,24.9243,45.07,92,100,10.65
458,Qiongshan,CN,2022-04-06 23:13:01,20.0058,110.3542,68.92,70,49,0.78
459,Teahupoo,PF,2022-04-06 23:13:01,-17.8333,-149.2667,82.36,71,66,21.3
460,Cotacachi,EC,2022-04-06 23:13:01,0.3,-78.2667,60.35,87,91,3.29
461,Floro,NO,2022-04-06 23:13:02,61.5996,5.0328,33.76,64,88,9.22
462,Manokwari,ID,2022-04-06 23:13:02,-0.8667,134.0833,80.17,73,100,2.53
463,Kijabe,KE,2022-04-06 23:13:02,-0.933,36.5758,61.41,83,68,8.01
464,Wasilla,US,2022-04-06 23:11:54,61.5814,-149.4394,45.48,30,20,17.27
465,Komsomolskiy,UZ,2022-04-06 23:08:56,40.4272,71.7189,64.85,30,28,2.71
466,Bharatpur,IN,2022-04-06 23:13:03,27.2167,77.4833,79.3,9,10,4.14
467,Alyangula,AU,2022-04-06 23:13:03,-13.8483,136.4192,83.48,58,25,4.12
468,Kupang,ID,2022-04-06 23:13:03,-10.1667,123.5833,78.48,83,67,2.93
469,Ambilobe,MG,2022-04-06 23:12:24,-13.2,49.05,73.6,96,77,2.35
470,Luganville,VU,2022-04-06 23:13:04,-15.5333,167.1667,80.58,83,100,12.48
471,Pisco,PE,2022-04-06 23:09:53,-13.7,-76.2167,68.05,83,0,23.02
472,Gradinari,RO,2022-04-06 23:13:04,44.3922,25.8156,54.88,62,0,5.64
473,Tripoli,LY,2022-04-06 23:10:38,32.8752,13.1875,69.17,54,59,18.72
474,Kyrksaeterora,NO,2022-04-06 23:13:05,63.2906,9.0891,19.13,86,4,4.56
475,Sao Gabriel Da Cachoeira,BR,2022-04-06 23:13:05,-0.1303,-67.0892,75.0,97,48,0.49
476,Umm Kaddadah,SD,2022-04-06 23:13:05,13.6017,26.6876,82.58,12,1,15.68
477,Mollendo,PE,2022-04-06 23:13:06,-17.0231,-72.0147,68.9,84,24,4.47
478,Okhotsk,RU,2022-04-06 23:09:15,59.3833,143.3,26.49,94,100,32.1
479,Iroquois Falls,CA,2022-04-06 23:13:06,48.7669,-80.6831,40.32,73,100,14.34
480,Nadym,RU,2022-04-06 23:13:07,65.5333,72.5167,14.77,91,100,21.59
481,Ulety,RU,2022-04-06 23:13:07,51.3572,112.4849,29.43,90,66,2.75
482,Rexburg,US,2022-04-06 23:13:07,43.826,-111.7897,48.18,13,0,4.61
483,Mount Isa,AU,2022-04-06 23:13:07,-20.7333,139.5,78.57,22,0,13.8
484,Aasiaat,GL,2022-04-06 23:13:08,68.7098,-52.8699,12.09,94,100,8.57
485,Taoudenni,ML,2022-04-06 23:13:08,22.6783,-3.9836,82.36,15,4,10.2
486,Mehamn,NO,2022-04-06 23:12:38,71.0357,27.8492,30.38,85,100,22.37
487,Cooma,AU,2022-04-06 23:13:08,-36.2333,149.1333,53.37,100,75,3.44
488,Turangi,NZ,2022-04-06 23:09:01,-39.0,175.9333,51.49,79,91,3.85
489,Champerico,GT,2022-04-06 23:13:09,14.3,-91.9167,85.39,64,6,10.22
490,Lodja,CD,2022-04-06 23:13:09,-3.4833,23.4333,70.77,90,95,2.06
491,Usinsk,RU,2022-04-06 23:13:10,65.9939,57.5281,3.42,94,100,8.16
492,Sayyan,YE,2022-04-06 23:13:10,15.1718,44.3244,55.99,12,0,5.61
493,Ostashkov,RU,2022-04-06 23:13:10,57.1467,33.1075,28.44,79,99,6.91
494,Hambantota,LK,2022-04-06 23:11:14,6.1241,81.1185,77.31,76,100,1.95
495,Sao Mateus Do Maranhao,BR,2022-04-06 23:13:11,-4.0417,-44.475,73.67,98,87,3.49
496,Narowal,PK,2022-04-06 23:13:11,32.1,74.8833,67.89,21,0,3.69
497,Whithorn,JM,2022-04-06 23:13:11,18.2604,-78.0378,80.44,83,71,2.01
498,Nanakuli,US,2022-04-06 23:13:12,21.3906,-158.1547,84.15,51,20,16.11
499,Kuching,MY,2022-04-06 23:12:34,1.55,110.3333,75.42,100,20,2.3
500,Mataram,ID,2022-04-06 23:13:12,-8.5833,116.1167,76.01,85,29,5.97
501,Setermoen,NO,2022-04-06 23:13:12,68.861,18.3486,26.56,93,100,5.23
502,Debica,PL,2022-04-06 23:14:13,50.0515,21.4114,51.85,79,99,9.86
503,Vidim,RU,2022-04-06 23:14:13,56.4088,103.1106,39.6,99,100,7.23
504,Carauari,BR,2022-04-06 23:14:13,-4.8828,-66.8958,73.56,95,97,1.68
505,Mandurah,AU,2022-04-06 23:14:14,-32.55,115.7,61.92,51,19,10.54
506,Praia,CV,2022-04-06 23:14:14,14.9215,-23.5087,70.34,78,40,20.71
507,Wickede,DE,2022-04-06 23:14:14,51.4833,7.8667,50.92,79,75,19.57
508,Nelson Bay,AU,2022-04-06 23:14:15,-32.7167,152.15,71.1,88,100,17.22
509,The Valley,AI,2022-04-06 23:09:56,18.217,-63.0578,78.94,69,20,9.22
510,Saint George,US,2022-04-06 23:14:15,37.1041,-113.5841,72.43,11,0,4.61
511,Lixourion,GR,2022-04-06 23:14:15,38.2019,20.4314,60.13,75,66,12.55
512,Sistranda,NO,2022-04-06 23:14:16,63.7256,8.834,30.16,61,31,7.72
513,Teya,RU,2022-04-06 23:14:16,60.3778,92.6267,29.23,95,96,7.52
514,Uyemskiy,RU,2022-04-06 23:14:16,64.4743,40.8524,30.25,86,75,6.71
515,Kahului,US,2022-04-06 23:14:17,20.8947,-156.47,84.22,45,40,19.57
516,Vila,PT,2022-04-06 23:14:17,42.0304,-8.1588,43.68,83,53,3.58
517,Bongandanga,CD,2022-04-06 23:14:17,1.5,21.05,72.54,85,99,2.13
518,Kaeo,NZ,2022-04-06 23:14:18,-35.1,173.7833,68.32,76,5,6.6
519,Touros,BR,2022-04-06 23:13:50,-5.1989,-35.4608,80.06,77,36,11.05
520,Iberia,US,2022-04-06 23:14:18,29.9502,-91.7507,84.2,61,20,5.75
521,Turtas,RU,2022-04-06 23:14:18,58.9417,69.1325,27.88,93,30,8.19
522,Caraballeda,VE,2022-04-06 23:14:19,10.6112,-66.8522,78.12,88,50,11.01
523,Kruszwica,PL,2022-04-06 23:13:15,52.6756,18.3313,47.77,100,100,10.63
524,Penticton,CA,2022-04-06 23:12:08,49.4806,-119.5858,59.58,28,49,6.24
525,Dasoguz,TM,2022-04-06 23:14:19,41.8363,59.9666,62.44,44,100,3.62
526,Kaka,TM,2022-04-06 23:14:19,37.3482,59.6143,64.94,46,92,4.16
527,Ziro,IN,2022-04-06 23:14:20,27.6333,93.8333,51.17,96,86,2.21
528,Hailey,US,2022-04-06 23:14:20,43.5196,-114.3153,48.06,29,0,11.5
529,Xam Nua,LA,2022-04-06 23:14:20,20.4197,104.0439,60.28,82,95,1.68
530,Heihe,CN,2022-04-06 23:14:21,50.2441,127.4902,28.98,42,69,16.55
531,Priupskiy,RU,2022-04-06 23:14:21,53.9096,37.736,25.95,97,100,6.89
532,Kurilsk,RU,2022-04-06 23:14:21,45.2333,147.8833,33.49,65,22,10.6
533,Zhuhai,CN,2022-04-06 23:14:22,22.2769,113.5678,71.85,88,0,2.3
534,Monaghan,IE,2022-04-06 23:14:22,54.25,-6.9667,43.39,91,98,25.37
535,Vila Franca Do Campo,PT,2022-04-06 23:14:22,37.7167,-25.4333,63.01,88,73,14.88
536,Xuchang,CN,2022-04-06 23:14:22,34.0167,113.8167,47.86,60,0,4.94
537,Nacala,MZ,2022-04-06 23:14:23,-14.5428,40.6728,76.48,83,1,3.13
538,Caluquembe,AO,2022-04-06 23:14:23,-13.7833,14.6833,62.73,85,33,2.24
539,Najran,SA,2022-04-06 23:14:23,17.4924,44.1277,64.9,10,0,3.06
540,Bathsheba,BB,2022-04-06 23:10:09,13.2167,-59.5167,79.41,73,20,18.41
541,Faya,SA,2022-04-06 23:14:24,18.3851,42.4509,57.72,12,0,6.06
542,Acajutla,SV,2022-04-06 23:14:24,13.5928,-89.8275,85.3,63,93,7.0
543,Mosquera,CO,2022-04-06 23:12:24,4.7059,-74.2302,64.49,59,40,9.22
544,Pangnirtung,CA,2022-04-06 23:14:25,66.1451,-65.7125,-0.11,92,16,3.38
545,Can Tho,VN,2022-04-06 23:14:25,10.0333,105.7833,75.18,100,40,2.3
546,Cockburn Town,TC,2022-04-06 23:14:25,21.4612,-71.1419,78.33,81,0,20.83
547,Trelew,AR,2022-04-06 23:14:25,-43.249,-65.3051,57.51,72,45,16.87
548,Awka,NG,2022-04-06 23:14:26,6.2101,7.0741,80.82,71,95,4.29
549,Bulgan,MN,2022-04-06 23:14:26,48.8125,103.5347,42.55,40,50,4.38
550,Bertoua,CM,2022-04-06 23:14:26,4.5833,13.6833,71.31,80,93,2.59
551,Clyde River,CA,2022-04-06 23:14:27,70.4692,-68.5914,-1.12,92,4,4.21
552,North Platte,US,2022-04-06 23:15:27,41.1239,-100.7654,48.09,47,75,28.01
553,Palmer,US,2022-04-06 23:15:27,42.1584,-72.3287,48.81,74,100,5.75
554,Vilaka,LV,2022-04-06 23:15:28,57.1846,27.6722,31.44,98,100,8.79
555,Varkkallai,IN,2022-04-06 23:15:28,8.7341,76.7067,78.58,88,91,3.87
556,Porto Nacional,BR,2022-04-06 23:15:28,-10.7081,-48.4172,78.8,68,3,2.19
557,Itoman,JP,2022-04-06 23:15:29,26.1247,127.6694,68.02,64,20,6.91
558,Moose Factory,CA,2022-04-06 23:15:29,51.2585,-80.6094,33.8,44,0,13.8
559,Bowen,AU,2022-04-06 23:15:29,-20.0167,148.2333,79.21,68,47,9.13
560,Pangai,TO,2022-04-06 23:15:30,-19.8,-174.35,84.31,65,75,6.91
561,Yumen,CN,2022-04-06 23:15:30,40.2833,97.2,50.09,14,0,3.65
562,Luanda,AO,2022-04-06 23:12:23,-8.8368,13.2343,78.8,83,75,6.91
563,Filadelfia,US,2022-04-06 23:13:16,39.9523,-75.1638,55.06,89,100,6.91
564,Verkhoturye,RU,2022-04-06 23:15:30,58.8627,60.8054,28.67,93,55,6.11
565,Hovd,MN,2022-04-06 23:15:31,48.0056,91.6419,42.44,23,71,8.37
566,Rabaul,PG,2022-04-06 23:15:31,-4.1967,152.1721,76.59,91,100,3.6
567,Beverley,GB,2022-04-06 23:15:31,53.8459,-0.4233,48.16,43,75,14.97
568,Gladstone,AU,2022-04-06 23:15:32,-23.85,151.25,79.79,57,0,12.66
569,Ostrovnoy,RU,2022-04-06 23:15:32,68.0531,39.5131,27.61,94,100,15.79
570,Raudeberg,NO,2022-04-06 23:15:32,61.9875,5.1352,32.67,83,6,8.01
571,Galeana,MX,2022-04-06 23:15:33,24.8333,-100.0667,76.06,16,2,11.32
572,San Vicente,AR,2022-04-06 23:15:33,-26.6167,-54.1333,69.62,82,36,2.13
573,Savasleyka,RU,2022-04-06 23:15:33,55.4606,42.3207,29.01,90,83,6.78
574,Kapoeta,SS,2022-04-06 23:15:33,4.7717,33.5903,85.19,39,30,17.63
575,Mayskiy,RU,2022-04-06 23:15:34,47.6931,40.1025,40.41,76,7,5.61
576,Sidi Ali,DZ,2022-04-06 23:15:03,36.0998,0.4206,51.8,86,15,8.25
577,Chifeng,CN,2022-04-06 23:15:34,42.2683,118.9636,42.62,49,19,3.13
